Gender,Age,Height_In_Inches,Weight_In_Pounds,BMI
Female,23,69.48909,127.0428,18.49761057
Female,32,67.31123,127.0282,19.71169246
Female,27,66.3163,132.2198,21.13755471
Female,27,67.90888,128.6947,19.62033191
Male,33,67.23444,128.1166,19.92602379
Male,29,68.70678,128.4009,19.12351412
Male,32,67.9316,127.1332,19.36930844
Female,24,67.00515,115.8675,18.14446189
Male,25,67.74423,125.1475,19.17239555
Male,22,70.50871,122.7718,17.36248601
Female,18,69.83556,140.1353,20.20194253
Male,23,67.20666,131.022,20.39475174
Male,31,66.63773,137.8539,21.82616791
Female,29,66.93034,119.7403,18.79286973
Female,23,67.06781,118.8862,18.58240918
Male,30,66.04072,99.27518,16.00353441
Female,35,69.67951,134.4281,19.46608916
Male,24,67.57166,127.0006,19.55579249
Female,24,70.21724,141.7782,20.21718906
Male,35,70.05472,132.6614,19.00503163
Male,28,71.16679,137.383,19.07115803
Female,24,70.09297,135.7937,19.43253778
Male,34,67.37805,125.1132,19.37604258
Male,35,71.26753,125.0196,17.30587308
Male,19,67.56648,135.1199,20.80920797
Female,29,67.41551,146.1271,22.6052826
Female,26,67.96141,137.7632,20.97042753
Male,35,65.18518,110.504,18.28433141
Female,24,68.38192,108.5709,16.32411631
Female,24,64.51111,118.8058,20.07092729
Female,26,68.12185,141.3107,21.40922785
Male,23,68.67138,114.288,17.03914924
Male,32,70.12298,145.3622,20.78402151
Male,34,67.97439,114.888,17.48166748
Female,35,67.47969,126.4347,19.52175907
Female,30,63.86399,113.9441,19.64167722
Male,20,64.09479,107.0877,18.32706655
Male,24,69.02855,137.7087,20.31901733
Female,30,65.80367,112.9028,18.33172379
Female,23,67.80382,122.4382,18.72437954
Male,20,72.84287,142.1741,18.83845206
Male,34,69.78562,135.451,19.55460992
Male,25,72.26487,136.5009,18.37722308
Female,18,67.9826,140.5009,21.37383191
Female,23,65.38946,122.8568,20.20144899
Female,32,70.8323,114.6896,16.07163919
Male,20,66.19609,112.1678,17.99709256
Female,31,65.97536,105.0947,16.97524696
Male,24,67.48404,137.405,21.21285933
Male,34,65.74615,134.7717,21.92082414
Female,24,68.61663,125.2735,18.70678979
Male,31,66.91329,119.7384,18.80214972
Female,30,71.22641,123.7319,17.14740459
Female,22,66.53866,124.4463,19.76208266
Male,31,66.75809,141.0586,22.25310349
Female,34,68.75888,136.7629,20.33806061
Male,27,68.61403,133.7697,19.97702075
Male,33,67.78708,122.3734,18.72371393
Male,30,69.99781,134.018,19.23060959
Female,19,70.61617,152.795,21.54267593
Female,18,66.73401,131.714,20.7939176
Female,32,67.33013,126.067,19.55155644
Male,25,68.22897,136.0111,20.54166047
Male,24,66.57351,140.3651,22.26665873
Male,23,66.10888,117.348,18.87795372
Male,27,66.96574,127.6466,20.01256385
Male,33,65.37953,131.9436,21.70219017
Female,29,66.85375,98.47908,15.49142114
Male,34,69.50996,137.1134,19.9519178
Male,29,67.81513,140.0702,21.4136833
Female,35,66.87761,122.6013,19.27224954
Male,34,68.16192,125.732,19.02659252
Female,25,70.02939,120.2406,17.23809508
Male,27,65.82668,108.8067,17.6543023
Male,25,71.5009,148.2703,20.3905985
Female,18,67.47838,120.9216,18.67125084
Male,20,68.91452,133.6861,19.79081169
Female,34,69.13504,150.0321,22.06919922
Female,21,66.65826,124.0843,19.63395146
Male,24,72.72333,135.6775,18.03678558
Male,19,66.64624,111.7542,17.68932953
Female,20,66.91234,132.6182,20.82521611
Male,29,66.72469,130.7197,20.64271121
Male,32,68.05216,124.0093,18.82648536
Male,25,66.00152,119.4182,19.27353913
Female,33,67.8287,126.2769,19.29726446
Male,18,70.23944,142.1361,20.25541464
Female,30,71.14677,131.3756,18.24749107
Female,33,67.53521,146.869,22.63958452
Male,23,68.80896,115.4877,17.14922776
Female,18,67.66947,128.9828,19.80364234
Male,20,64.84392,122.3505,20.45813545
Male,35,68.32479,124.3728,18.73128727
Female,29,64.60513,121.87,20.52870838
Female,30,66.87574,122.173,19.20599718
Male,35,67.3917,106.0426,16.41596311
Female,35,65.95321,109.7856,17.7448498
Male,18,70.53984,145.7572,20.59491008
Female,34,69.49226,136.9902,19.94414632
Male,29,68.68027,138.8542,20.6963546
Female,22,68.12704,142.6738,21.61245053
Male,35,70.39946,134.2599,19.04611873
Female,23,67.42026,134.753,20.84281724
Male,24,67.58419,124.551,19.17148775
Female,23,66.17354,125.5482,20.15768146
Female,20,61.8934,95.74545,17.57228699
Male,35,67.87365,134.9717,20.59866775
Male,23,71.01751,130.6425,18.21178121
Male,35,67.37558,120.6235,18.68210101
Male,19,64.86362,131.524,21.97867296
Female,31,69.13138,146.1917,21.50656681
Male,31,68.65088,120.791,18.01943557
Male,25,67.75154,123.0129,18.84131187
Female,18,68.9783,145.3523,21.47809498
Male,28,66.51135,110.2655,17.524553
Male,22,68.59588,121.1566,18.10297023
Female,31,66.40145,133.3265,21.25984902
Female,27,70.71221,129.5686,18.21838052
Female,32,65.14711,117.866,19.52527052
Female,35,69.33135,118.6,17.34699285
Female,26,67.26581,122.3023,19.00398573
Male,19,67.73545,111.3263,17.05943166
Female,29,71.21608,157.4503,21.82660488
Male,33,67.05289,130.3873,20.3891497
Female,25,64.35694,116.7422,19.81690942
Male,18,65.55142,129.8399,21.24431773
Male,29,66.34605,150.4439,24.02941864
Female,18,67.79059,128.8443,19.7117511
Female,23,68.95399,142.1807,21.02425758
Female,29,69.04994,126.7366,18.68849225
Male,26,68.11899,136.6926,20.71130327
Male,27,69.53108,120.2067,17.48113184
Female,18,68.2829,149.3778,22.52480126
Male,35,65.96669,134.5409,21.73720825
Male,32,70.0918,139.5179,19.96614995
Female,24,65.59254,128.3061,20.96704516
Male,26,69.81422,132.2248,19.07321754
Female,27,67.65672,145.5204,22.35119898
Female,32,68.21642,131.4376,19.85823275
Male,24,65.77925,120.1731,19.52667299
Male,31,65.2558,116.3788,19.21473778
Male,21,65.51261,120.6623,19.76608321
Female,20,65.17403,125.2493,20.73122565
Male,21,67.41008,122.7409,18.99058932
Female,33,64.74187,115.184,19.32059519
Female,18,68.05862,130.8255,19.85751729
Female,26,73.1971,157.1585,20.62286262
Female,33,69.77767,135.8281,19.61351909
Male,21,69.1247,127.0935,18.70060447
Male,35,65.95317,119.206,19.26750987
Male,30,69.02233,131.4256,19.39543662
Female,29,66.40135,122.4853,19.53120219
Female,32,65.84071,122.6521,19.89229088
Male,33,64.83967,117.0881,19.58078013
Male,30,68.53111,131.2487,19.64799785
Male,28,69.23615,121.2323,17.78080209
Female,22,65.48782,127.7492,20.94285789
Female,18,64.24852,126.0415,21.46773032
Male,24,67.19869,130.2931,20.28610305
Female,35,71.14495,131.3502,18.24489655
Male,32,66.9381,124.7886,19.58064412
Female,32,68.24369,131.5036,19.85232896
Male,35,68.96777,138.8055,20.51696564
Male,25,68.32817,132.7759,19.99486605
Male,28,67.76052,131.0901,20.07313744
Female,19,69.27665,141.7056,20.75927013
Male,23,66.89024,126.5347,19.88304774
Male,34,67.04599,116.846,18.275407
Female,27,65.9849,140.6229,22.70731309
Male,29,68.25933,117.6366,17.75077198
Female,19,67.22664,108.7074,16.91122708
Male,29,68.84495,135.0473,20.03274911
Male,27,69.93212,124.5161,17.90073837
Male,29,64.41882,114.4503,19.3905545
Female,23,68.29767,137.1886,20.67783532
Male,20,71.35208,150.3381,20.76130293
Female,28,67.1599,121.0722,18.87222807
Male,18,67.09143,127.9221,19.98068195
Male,24,68.02141,122.0341,18.54337437
Female,35,67.71167,132.679,20.34576215
Female,26,70.20405,141.2656,20.15166378
Male,33,67.92553,126.7836,19.31949774
Male,32,64.98952,106.6708,17.75651437
Female,23,62.91681,123.054,21.85552128
Female,22,64.70654,128.1374,21.51683432
Male,32,66.43889,121.4343,19.34173645
Male,25,69.1741,142.1562,20.88707349
Female,34,68.57463,119.9155,17.92863395
Female,25,67.59821,124.802,19.20215526
Female,23,68.98555,144.2759,21.31455911
Female,20,66.84201,120.7153,18.99599907
Female,19,67.97818,130.5677,19.86531756
Female,25,65.93702,123.0907,19.90514907
Female,25,69.13713,129.0169,18.97678913
Female,23,67.75162,131.9365,20.20805032
Male,25,66.86758,134.945,21.21897541
Male,21,71.24277,150.5403,20.85307028
Male,22,67.38822,140.2362,21.71155799
Female,18,64.89494,119.6409,19.97362191
Male,24,68.97105,121.7352,17.99207787
Female,30,67.74068,113.6562,17.41377191
Female,32,67.17205,115.2964,17.96541963
Female,35,69.178,142.7784,20.9761283
Male,20,66.93932,107.7347,16.90409162
Female,33,72.91999,154.2153,20.39074465
Female,35,69.29322,129.2499,18.92550833
Female,25,68.19909,124.0152,18.746344
Male,24,67.82189,139.6111,21.33924239
Male,32,63.39936,106.8881,18.69641905
Male,28,68.75738,128.0374,19.04131911
Female,27,70.7301,133.322,18.7366567
Female,32,64.59835,113.0571,19.0481944
Male,29,66.51039,119.1722,18.9406462
Male,33,65.72097,121.262,19.73856705
Female,22,68.4253,125.4829,18.84299576
Male,26,69.39088,130.6716,19.07986258
Female,28,68.52627,136.7567,20.47544033
Male,23,63.71782,112.9014,19.55133124
Female,30,68.70534,122.9617,18.3141892
Female,18,69.35076,141.2216,20.64417357
Male,25,66.02174,106.7391,17.21664119
Male,29,70.91224,128.172,17.92047746
Male,35,69.88968,135.0597,19.44010026
Female,23,63.74803,103.3567,17.88149896
Female,34,69.87349,137.2025,19.75768137
Male,19,65.91704,116.9297,18.92031074
Female,35,68.25542,128.3862,19.37505222
Male,25,65.48034,115.4925,18.93785359
Female,20,69.72472,146.8345,21.23505424
Female,29,68.09827,122.5938,18.58639543
Female,31,71.13815,140.6296,19.53756481
Female,21,69.2558,138.4302,20.29165031
Female,31,66.47189,117.481,18.6934906
Male,22,68.1764,130.5409,19.74591652
Male,33,67.06764,131.5991,20.56959278
Female,22,68.11064,133.9839,20.30586603
Female,18,67.94574,127.1524,19.36417148
Male,30,68.44275,126.72,19.01906165
Male,28,67.78303,135.3219,20.70737048
Female,23,66.51704,144.9564,23.03405443
Female,29,67.25249,122.7412,19.07973997
Male,24,68.93,132.8748,19.66187318
Female,18,67.34344,119.4016,18.51050965
Male,23,66.65083,125.386,19.84434404
Male,18,67.4191,143.7547,22.23591346
Male,31,69.50397,139.8523,20.3539739
Male,29,66.28992,104.2723,16.68294766
Female,22,69.91804,119.5102,17.18799847
Male,18,69.71611,119.4332,17.276573
Male,23,65.64143,121.4597,19.81869074
Male,35,69.62029,137.4994,19.94472125
Male,27,65.90755,111.1929,17.99722496
Male,26,66.76815,124.7948,19.68142897
Female,21,67.21126,127.6603,19.86875297
Male,31,67.59562,138.9259,21.37691011
Male,28,66.96343,129.305,20.27396818
Female,21,69.61676,121.0389,17.5588544
Female,31,71.27518,138.9276,19.22696393
Female,21,67.65893,121.2319,18.61939155
Male,18,67.1991,127.4141,19.83761245
Female,27,69.39388,124.5431,18.18344444
Female,21,69.27571,155.7563,22.81825739
Male,30,66.01282,126.4426,20.40025846
Male,33,69.19909,117.1203,17.19611074
Male,24,69.41996,126.183,18.40903206
Female,26,66.79221,128.7134,20.2848107
Female,19,72.31294,136.5598,18.36071791
Male,26,67.17704,127.8719,19.92196692
Male,26,69.13031,122.8845,18.07835548
Female,26,64.90285,132.3529,22.0904595
Female,28,68.02518,116.9769,17.77295055
Female,28,67.28113,113.3187,17.60004805
Female,21,68.89342,133.1669,19.72602707
Male,19,68.8868,136.5011,20.22380891
Female,34,69.31458,123.953,18.13872155
Female,32,68.70707,101.3046,15.0877727
Male,18,66.14528,113.1378,18.18062608
Male,34,74.05895,133.8172,17.15361512
Female,23,69.25699,132.5855,19.43424303
Male,31,68.58259,117.5669,17.57341344
Male,18,65.78246,117.0782,19.02193266
Female,30,68.38857,153.2032,23.03030104
Female,27,69.41766,135.0258,19.70042716
Female,33,65.36754,127.2412,20.936414
Male,18,71.43418,139.566,19.22942632
Female,35,70.42781,165.7172,23.48973096
Female,26,66.08908,120.447,19.38810659
Male,32,70.86344,143.7688,20.12885214
Female,24,66.19999,111.3766,17.86804066
Female,23,65.52153,124.897,20.45421282
Male,27,64.07515,111.1404,19.03231058
Female,22,66.89298,153.7224,24.15321197
Male,22,70.57236,140.6434,19.85404029
Male,32,69.55032,133.0538,19.33872516
Male,32,69.1154,118.8989,17.49955516
Male,18,73.83364,139.2983,17.96536647
Male,30,69.70884,135.1988,19.56122052
Female,23,69.01455,127.0678,18.75655235
Male,32,67.48527,109.9157,16.96838753
Male,22,67.20628,118.5206,18.44900511
Female,26,70.55491,145.2355,20.51243055
Female,33,71.55542,155.9414,21.41288489
Female,24,65.32887,126.0176,20.75963606
Male,27,70.38311,146.8498,20.84180255
Female,30,70.5535,126.2709,17.83466572
Female,34,67.70525,142.2085,21.81120639
Male,32,67.27951,132.9248,20.64615577
Female,29,67.89517,127.8383,19.49764013
Female,35,67.06985,124.811,19.50729342
Female,26,65.43456,132.9256,21.82695134
Male,27,65.79218,126.8992,20.61147891
Male,33,69.22544,131.9046,19.35206506
Male,26,69.12972,130.6309,19.2183079
Female,23,67.89703,117.1268,17.86296499
Male,28,67.40515,124.2707,19.2300941
Male,19,68.57292,117.2929,17.53740218
Female,27,67.19284,119.2573,18.57110739
Male,24,71.38761,144.922,19.99343697
Female,25,68.87437,122.2625,18.12077705
Female,30,66.219,121.3801,19.46171367
Male,19,70.61082,125.1074,17.6416545
Male,23,69.2627,122.9415,18.01766455
Female,31,67.34133,133.5039,20.69804837
Female,33,68.63305,131.8311,19.67660202
Female,33,71.69485,154.4811,21.12993962
Female,31,67.70932,115.7406,17.74956233
Female,27,70.31235,132.5313,18.84751316
Female,27,69.88229,143.1039,20.60231568
Female,29,67.69863,108.9521,16.71377953
Male,25,64.64337,103.3826,17.39395314
Female,33,72.14804,134.4365,18.15795545
Female,24,69.43223,106.3676,15.51264865
Male,31,67.66681,133.1967,20.45224011
Male,30,68.57737,136.7561,20.44484771
Male,26,66.5001,109.6408,17.43116536
Male,35,70.11761,120.1837,17.18660853
Male,25,69.56261,130.0292,18.89243678
Male,35,68.09093,112.3863,17.04251424
Female,19,66.189,124.8413,20.03482101
Female,28,69.00164,114.0904,16.84725311
Male,28,66.26302,130.6336,20.9175718
Female,25,69.37902,141.4066,20.65438091
Male,24,65.85657,133.1832,21.58987133
Male,31,68.47642,127.5662,19.12724182
Male,26,66.2017,114.629,18.38887005
Female,20,66.73391,126.6537,19.99509919
Male,26,68.0198,107.2461,16.29707374
Male,27,72.46195,150.0174,20.0872472
Female,19,64.96741,109.2457,18.19751427
Female,20,69.02638,135.0166,19.92304864
Male,35,68.11148,126.047,19.10252176
Female,25,66.35869,134.4128,21.46069805
Male,26,70.00803,132.9642,19.07382681
Male,35,67.04825,124.6696,19.49774992
Female,34,65.4888,134.2944,22.01520135
Female,29,66.8577,127.9222,20.1206441
Female,32,65.8059,128.0218,20.78514634
Male,21,66.26857,120.2754,19.25574985
Female,34,67.56613,111.6843,17.20017484
Male,31,67.49858,120.7825,18.6386119
Male,29,68.39892,134.7468,20.24970941
Female,32,70.61415,125.407,17.6822339
Female,32,68.93279,117.798,17.42950397
Male,32,68.2263,127.832,19.30788789
Female,25,68.22857,119.5528,18.05618675
Male,33,66.58715,120.2949,19.07502805
Male,20,67.50164,113.9574,17.58379885
Female,24,72.17516,134.4131,18.14115402
Male,27,65.69314,138.5876,22.57787978
Male,34,70.26193,126.4545,18.00913951
Female,32,69.85855,131.7066,18.97436402
Male,21,66.73525,110.2324,17.40193345
Male,24,66.88227,139.0617,21.85668779
Female,25,69.38017,122.8594,17.94471208
Female,23,70.38122,133.3322,18.92432019
Male,24,70.47713,135.5209,19.18265343
Male,31,67.51818,,19.302160125
Female,27,68.97063,129.4071,19.12619339
Female,27,64.91721,127.0199,21.19097296
Male,21,67.71305,117.6067,18.03375376
Male,19,67.57713,128.8936,19.84406728
Female,32,67.57879,131.6685,20.27028659
Male,28,69.17548,115.3008,16.94052174
Male,21,65.99372,127.2212,20.53776082
Male,20,66.76336,149.5213,23.58443723
Male,19,65.90871,100.8179,16.31739579
Male,20,69.74263,140.4279,20.29810917
Male,35,71.18243,147.7423,20.50019821
Male,34,69.5883,140.0531,20.33382567
Male,23,69.06906,120.2937,17.72860713
Male,27,70.49071,137.8164,19.50006034
Male,30,68.89473,133.2498,19.73755643
Male,24,68.47973,130.8802,19.62224505
Male,30,65.63908,125.7235,20.51588783
Male,19,66.12036,110.9096,17.83600329
Female,30,67.15444,127.4159,19.86428723
Male,33,70.40562,142.0761,20.15139873
Male,28,68.09728,120.4912,18.26815227
Male,34,69.03081,134.2694,19.81024895
Male,28,68.26178,140.6728,21.22529515
Male,18,67.92834,129.1861,19.68396608
Female,31,68.06441,124.6722,18.92031133
Female,35,67.15164,119.0471,18.56112934
Male,20,68.38035,120.3051,18.08923595
Male,21,67.75381,136.0158,20.83150946
Male,18,70.5704,130.5011,18.42331756
Male,20,67.43166,138.2801,21.38113751
Female,21,68.17666,128.6937,19.46635632
Male,29,66.80329,131.1969,20.66934403
Female,28,66.69106,132.6528,20.96911033
Female,18,68.72983,131.9808,19.64350768
Male,27,65.91279,101.2434,16.38423449
Male,31,68.515,118.9934,17.82175108
Male,33,67.93682,113.7462,17.32707645
Female,20,65.61241,125.0266,20.41875531
Female,32,64.77343,138.189,23.15679801
Male,31,67.01129,127.7649,20.00388856
Female,32,68.71802,128.9584,19.20026333
Female,21,68.70037,130.8307,19.48903505
Female,25,65.74819,109.5126,17.81128737
Male,24,67.81616,121.7224,18.60813898
Female,20,64.99401,109.1885,18.17310174
Male,22,66.06389,105.223,16.95044947
Female,26,67.07739,120.9513,18.89979323
Female,22,65.01782,127.722,21.24221141
Male,26,63.7027,111.5551,19.32736167
Female,32,63.67556,114.3381,19.82641757
Male,19,69.67211,150.7134,21.82894591
Male,27,72.35889,143.9547,19.33040176
Female,21,69.19971,138.739,20.36989709
Male,35,65.85398,121.7386,19.73617884
Male,24,66.8137,106.6755,16.80089685
Female,34,64.28003,119.2213,20.28619218
Male,22,70.42931,125.3635,17.76900319
Male,33,70.98603,139.8524,19.51295176
Female,23,68.3128,121.7718,18.34599946
Male,33,65.6515,138.9004,22.65755348
Male,19,68.93702,135.9338,20.11042597
Female,23,68.22959,153.4104,23.1690434
Female,35,71.51521,136.4873,18.76265227
Male,19,66.322,110.1751,17.61031193
Male,32,66.11127,128.7408,20.70923361
Male,24,66.35603,124.8582,19.93678401
Female,29,65.08493,113.6042,18.8552514
Male,30,68.28298,121.9196,18.38431363
Female,26,66.53827,113.4029,18.00860094
Male,32,66.44661,121.6314,19.36862861
Male,25,66.06475,117.0679,18.85806203
Female,32,67.30965,124.9212,19.38564729
Female,25,66.89627,114.3175,17.96005805
Male,21,66.53104,139.6883,22.18759507
Female,26,67.0604,133.9787,20.94605812
Male,19,67.5213,106.7127,16.45634341
Male,28,71.53386,145.1178,19.93867015
Female,22,68.26679,146.8878,22.15978721
Female,33,66.61757,116.9673,18.53043929
Male,24,66.23601,123.6908,19.82201937
Female,25,67.50394,124.7759,19.25179776
Male,30,67.9415,106.8558,16.27521229
Male,33,68.59748,135.9033,20.30544458
Male,30,68.08186,140.965,21.38194928
Female,18,70.19109,133.1316,18.99835515
Male,30,65.92313,97.29027,15.73956023
Male,23,66.97235,112.1711,17.58282794
Male,22,68.65461,122.6123,18.28914715
Male,31,66.80915,128.2992,20.20928179
Male,27,67.38494,145.9888,22.6043837
Female,22,67.64179,126.7371,19.47477306
Female,34,66.31808,122.8882,19.64468721
Female,28,67.57739,132.6973,20.42951618
Male,18,70.35311,140.7913,19.99898902
Female,26,66.78469,134.3005,21.17008611
Female,20,69.45176,135.9563,19.81671434
Female,21,65.08546,130.6182,21.67876618
Female,32,66.88928,110.721,17.39865918
Female,25,70.18855,139.6563,19.93089561
Male,31,66.32658,132.9695,21.25081795
Female,35,68.58303,132.5038,19.80586527
Female,33,68.31433,122.7189,18.48786031
Female,19,67.2038,124.1829,19.33182967
Male,32,66.27796,107.2234,17.16129801
Male,28,65.70769,129.3739,21.06750448
Male,23,65.57785,136.1471,22.25834506
Male,18,65.82235,137.0039,22.23233035
Female,25,67.60525,118.4955,18.22803423
Male,22,69.2985,121.2343,17.74911342
Male,31,66.24703,113.0378,18.10880095
Male,19,70.35969,136.8886,19.44098526
Male,22,63.45696,101.8629,17.78510095
Female,33,69.42921,124.1743,18.1111529
Male,18,69.2678,122.5007,17.95041963
Female,24,67.06806,129.769,20.28328502
Female,34,68.88757,107.0324,15.85741371
Female,21,70.09326,121.8786,17.44109558
Male,32,67.42349,130.7954,20.22874018
Male,26,68.15359,136.3666,20.64093478
Male,25,69.12732,120.6275,17.74784842
Male,24,68.42296,121.4696,18.2415908
Male,18,66.24238,121.9611,19.54106823
Male,33,67.55391,121.5587,18.72767607
Male,29,68.01059,136.4326,20.73785791
Female,33,67.84236,115.7457,17.68079527
Female,23,68.9238,136.1853,20.1553632
Female,24,68.56128,127.5046,19.07070916
Female,35,66.09519,98.68208,15.88171535
Female,20,67.25316,121.6315,18.90686382
Male,20,67.80629,118.8678,18.17703666
Male,34,70.75386,135.3328,19.0064766
Male,26,64.26485,116.6974,19.86611785
Male,32,68.71714,130.7432,19.46649589
Male,31,67.79179,122.9394,18.80770094
Male,25,68.39531,117.7972,17.70439729
Female,29,67.21104,115.6723,18.00308632
Male,30,69.0075,132.1928,19.51704382
Male,24,68.97699,143.0838,21.14369141
Male,32,70.14776,139.3701,19.91318922
Male,23,67.31392,124.2722,19.28248695
Male,19,65.4116,122.3825,20.10983928
Male,32,68.90467,126.1829,18.68538342
Female,28,70.95555,134.9733,18.84837651
Male,19,65.13872,141.9462,23.52037025
Male,34,68.33698,124.0644,18.67817495
Male,25,68.83197,126.4874,18.77006128
Female,19,67.74481,114.0989,17.47946851
Male,25,69.34532,142.6343,20.85395758
Female,27,67.13394,124.1348,19.36458083
Male,29,67.14346,123.637,19.28145698
Male,25,69.35659,137.7401,20.13185311
Female,24,70.30067,114.5538,16.29631444
Female,18,69.07443,130.0005,19.15619401
Female,28,69.44208,127.4285,18.57889812
Male,22,67.22911,126.9908,19.75405957
Male,18,69.85604,129.2856,18.62692019
Male,24,70.62204,125.7371,17.72481644
Male,34,67.20458,130.3198,20.2867037
Male,21,70.58388,156.3417,22.06290008
Male,22,68.54135,132.1438,19.77608441
Male,35,70.88927,142.7847,19.97650411
Female,32,67.10945,123.3761,19.26027583
Female,35,69.50442,119.8007,17.43545689
Male,24,64.38742,116.0245,19.67643806
Male,29,67.90092,146.1333,22.28418207
Male,25,65.00848,112.3542,18.69167031
Male,20,65.80976,119.5688,19.4104713
Male,30,68.96066,115.0578,17.01030383
Male,24,66.533,139.0226,22.08055663
Female,32,69.87287,126.1665,18.16877786
Female,32,68.63523,117.0937,17.47584429
Male,27,68.52752,114.7147,17.17464889
Female,21,66.75701,137.1255,21.63332599
Male,29,68.05094,123.1092,18.69050672
Male,25,70.67149,141.6346,19.93791263
Female,31,67.64037,122.9113,18.88768307
Female,20,72.83837,143.4551,19.01053677
Female,33,66.04611,107.3271,17.29871054
Male,32,69.85972,137.5864,19.82077583
Female,29,68.26773,136.2919,20.56070232
Male,26,68.83979,113.5812,16.85102034
Female,26,66.34307,135.219,21.59958538
Male,21,64.81954,99.80369,16.7006561
Female,29,69.39772,118.0079,17.22739062
Male,28,64.55479,113.2482,19.10615015
Female,21,68.75748,129.8778,19.31496142
Male,19,70.21639,126.2265,17.99999436
Female,35,69.84415,152.3574,21.95848149
Female,30,67.04297,120.8592,18.90479832
Female,31,66.61978,120.8916,19.15087233
Female,18,68.45964,104.5201,15.67939923
Male,33,73.08886,143.597,18.89913009
Female,34,65.08404,117.4157,19.4883912
Male,35,68.12858,113.7951,17.23708056
Female,28,66.04052,117.8311,18.99493393
Male,21,68.57138,138.3081,20.68048214
Male,31,65.69038,125.507,20.44858327
Male,30,68.88,120.9022,17.91623501
Male,22,68.23732,110.6226,16.70316464
Female,20,68.59748,123.4007,18.43741893
Female,35,67.95819,124.9584,19.02307293
Male,34,68.59945,131.1394,19.5925403
Male,33,64.53211,112.4629,18.98700091
Male,18,67.35099,126.3068,19.57661448
Female,26,69.84654,131.7426,18.98607794
Male,32,67.92182,102.3229,15.59383861
Male,21,67.76397,134.59,20.60696028
Male,19,64.97487,119.7272,19.93888237
Male,28,68.21125,138.5343,20.93360967
Female,27,69.74131,135.9477,19.65126385
Male,19,70.63372,138.5337,19.52226027
Male,33,63.99425,114.3488,19.63127596
Male,19,62.91288,109.2128,19.39962041
Female,21,66.92866,120.1575,18.85929473
Male,25,67.8791,123.0713,18.77947561
Male,34,71.71449,153.2031,20.94365853
Female,26,67.76232,117.16,17.93914142
Male,26,65.67232,122.9823,20.04826144
Female,22,67.36082,143.185,22.18613325
Male,30,68.09938,128.7844,19.52431325
Male,18,63.95983,110.9671,19.07121924
Male,26,72.7748,152.2564,20.21214195
Male,29,65.72831,129.9469,21.14753807
Female,18,66.26232,130.8118,20.94654845
Male,20,67.4692,135.8756,20.98597627
Male,24,68.49577,122.6996,18.38715201
Male,19,70.63179,143.6734,20.24765667
Male,20,66.47937,126.4091,20.10959725
Male,19,69.51645,140.1555,20.39077804
Male,22,68.32635,125.2183,18.85776349
Female,25,70.41651,131.3277,18.62113586
Female,19,68.78237,150.5262,22.36951921
Male,19,69.06337,119.7953,17.65806336
Male,20,66.02919,114.9248,18.53278302
Male,21,69.16539,138.3731,20.33634187
Male,34,69.19962,132.039,19.38624206
Female,33,64.19394,104.6135,17.8483672
Male,19,70.51481,144.7904,20.47283148
Female,25,69.76151,155.9849,22.53458881
Male,23,66.38829,127.2815,20.30397845
Male,34,64.62583,111.3351,18.74211765
Male,32,68.86465,148.5716,22.02631953
Male,25,70.55218,126.8437,17.91623913
Male,23,67.22173,122.6996,19.09073286
Female,19,67.49783,121.6583,18.77417863
Female,18,69.81484,148.605,21.43565466
Male,35,68.86103,148.8058,22.06336014
Female,28,67.29005,122.7303,19.05675355
Male,21,68.10303,120.6951,18.29597648
Male,30,69.20943,126.4311,18.55761649
Male,20,66.45619,109.9414,17.50206162
Female,25,69.2274,115.8926,17.00194035
Female,25,67.55072,136.2613,20.99478285
Male,22,67.07668,137.308,21.45613769
Female,35,66.70738,119.1554,18.82629179
Male,28,70.11194,130.6004,18.67924689
Male,31,66.80598,114.4083,18.0229417
Male,19,68.56214,132.0495,19.7499889
Female,26,66.34292,112.5733,17.98229243
Male,22,64.20657,119.5831,20.3943417
Female,23,68.2993,122.8095,18.5096532
Female,34,70.8278,136.0832,19.07198219
Female,21,71.10476,114.7871,15.96226652
Male,34,65.7887,121.8958,19.80090118
Female,22,67.97426,120.9928,18.4106607
Female,30,71.05928,134.4648,18.72258576
Female,32,71.26895,135.8511,18.80447714
Male,18,68.12119,134.7049,20.40881391
Female,30,68.03615,149.0647,22.64092543
Female,34,71.47445,139.9332,19.25829989
Male,19,70.15159,123.1364,17.59179837
Female,25,64.00018,128.5779,22.07002176
Male,21,71.69889,127.9976,17.50555103
Male,22,69.1034,128.4483,18.91160345
Male,18,66.7301,124.653,19.68149152
Female,20,67.83951,133.1991,20.34860818
Male,24,72.29547,138.9453,18.69048253
Male,32,69.24378,138.2668,20.27473562
Female,25,69.8557,157.414,22.67976137
Female,35,70.20824,136.6606,19.49242961
Male,23,69.33663,124.8379,18.25659658
Female,25,70.25703,131.1771,18.6843191
Male,24,66.38182,128.5337,20.50772677
Female,30,68.09452,112.6967,17.0877821
Female,32,68.7303,132.5218,19.72375825
Male,33,62.74696,126.8135,22.64534458
Male,21,65.56879,119.5334,19.54761415
Male,28,67.36771,123.046,19.06174934
Male,33,67.27196,126.1286,19.59495347
Male,25,67.59335,125.5196,19.31534316
Female,23,66.46271,125.962,20.04851826
Male,28,64.51197,115.5299,19.51697982
